Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Coral	Plant	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Zdi-CDup_034-Ex1-9D-lcwgs-1-2.clmp.fp2_r2_screen	77725.0	10010.0	15108.0	8572.0	6918.0	1501.0	1222.0	446.0	16.0	1.0	391950.0	10624679.0
Zdi-CDup_035-Ex1-9E-lcwgs-1-2.clmp.fp2_r1_screen	52750.0	5983.0	10159.0	5636.0	4810.0	997.0	807.0	240.0	59.0	0.0	216131.0	7274213.0
Zdi-CDup_035-Ex1-9E-lcwgs-1-2.clmp.fp2_r2_screen	49410.0	5977.0	10045.0	5595.0	4662.0	1024.0	818.0	233.0	5.0	0.0	231918.0	7262098.0
Zdi-CDup_037-Ex1-9G-lcwgs-1-2.clmp.fp2_r1_screen	41544.0	6452.0	8031.0	4611.0	3708.0	863.0	678.0	215.0	107.0	0.0	191721.0	5796744.0
Zdi-CDup_037-Ex1-9G-lcwgs-1-2.clmp.fp2_r2_screen	39716.0	6438.0	8105.0	4600.0	3608.0	821.0	619.0	245.0	7.0	0.0	201642.0	5788873.0
Zdi-CDup_038-Ex1-9H-lcwgs-1-2.clmp.fp2_r1_screen	37145.0	3375.0	7188.0	4007.0	3378.0	758.0	594.0	190.0	75.0	0.0	159132.0	5180188.0
Zdi-CDup_038-Ex1-9H-lcwgs-1-2.clmp.fp2_r2_screen	36151.0	3470.0	7227.0	4087.0	3337.0	696.0	585.0	197.0	5.0	0.0	166562.0	5173713.0
Zdi-CDup_039-Ex1-10A-lcwgs-1-2.clmp.fp2_r1_screen	15382.0	1767.0	3310.0	1911.0	1550.0	333.0	204.0	90.0	2.0	0.0	66037.0	2274568.0
Zdi-CDup_039-Ex1-10A-lcwgs-1-2.clmp.fp2_r2_screen	15575.0	1725.0	3306.0	1796.0	1519.0	314.0	237.0	107.0	1.0	0.0	68135.0	2272439.0
Zdi-CDup_040-Ex1-10B-lcwgs-1-2.clmp.fp2_r1_screen	12567.0	1487.0	2521.0	1424.0	1169.0	229.0	208.0	95.0	0.0	0.0	57470.0	1768982.0
Zdi-CDup_040-Ex1-10B-lcwgs-1-2.clmp.fp2_r2_screen	12676.0	1491.0	2505.0	1395.0	1216.0	255.0	189.0	93.0	0.0	0.0	59380.0	1766952.0
Zdi-CDup_041-Ex1-10C-lcwgs-1-2.clmp.fp2_r1_screen	36609.0	3613.0	7150.0	3947.0	3343.0	735.0	546.0	265.0	6.0	0.0	166558.0	4970036.0
Zdi-CDup_041-Ex1-10C-lcwgs-1-2.clmp.fp2_r2_screen	35700.0	3623.0	6980.0	4007.0	3271.0	636.0	533.0	278.0	4.0	0.0	171894.0	4965882.0
Zdi-CDup_042-Ex1-10D-lcwgs-1-2.clmp.fp2_r1_screen	82695.0	8933.0	16989.0	9489.0	8231.0	1773.0	1305.0	961.0	11.0	0.0	396633.0	11729242.0
Zdi-CDup_042-Ex1-10D-lcwgs-1-2.clmp.fp2_r2_screen	81970.0	8818.0	16604.0	9729.0	8195.0	1725.0	1311.0	1044.0	11.0	0.0	411095.0	11715760.0
Zdi-CDup_043-Ex1-10E-lcwgs-1-2.clmp.fp2_r1_screen	185413.0	25577.0	38891.0	22696.0	20126.0	3760.0	2909.0	1944.0	47.0	0.0	1073038.0	24077456.0
Zdi-CDup_043-Ex1-10E-lcwgs-1-2.clmp.fp2_r2_screen	185385.0	25274.0	38325.0	22869.0	20197.0	3639.0	2731.0	2043.0	37.0	0.0	1101898.0	24049459.0
Zdi-CDup_045-Ex1-10G-lcwgs-1-2.clmp.fp2_r1_screen	57920.0	7479.0	11684.0	6601.0	5445.0	1210.0	1045.0	458.0	5.0	0.0	240890.0	8332284.0
Zdi-CDup_045-Ex1-10G-lcwgs-1-2.clmp.fp2_r2_screen	57307.0	7338.0	11792.0	6555.0	5277.0	1203.0	936.0	437.0	5.0	0.0	250552.0	8323619.0
Zdi-CDup_046-Ex1-10H-lcwgs-1-2.clmp.fp2_r1_screen	48911.0	7783.0	10332.0	5536.0	4911.0	1028.0	856.0	276.0	11.0	0.0	205972.0	7171712.0
Zdi-CDup_046-Ex1-10H-lcwgs-1-2.clmp.fp2_r2_screen	48455.0	7803.0	10304.0	5730.0	4805.0	997.0	801.0	286.0	7.0	0.0	215377.0	7162763.0
Zdi-CDup_047-Ex1-11A-lcwgs-1-2.clmp.fp2_r1_screen	43256.0	3404.0	8084.0	4901.0	3670.0	843.0	646.0	327.0	66.0	0.0	198327.0	5579559.0
Zdi-CDup_047-Ex1-11A-lcwgs-1-2.clmp.fp2_r2_screen	42816.0	3356.0	7987.0	5009.0	3645.0	815.0	584.0	374.0	7.0	0.0	203021.0	5575469.0
Zdi-CDup_050-Ex1-11D-lcwgs-1-2.clmp.fp2_r1_screen	8682.0	1362.0	1641.0	965.0	760.0	164.0	110.0	67.0	29.0	0.0	41558.0	1150263.0
Zdi-CDup_050-Ex1-11D-lcwgs-1-2.clmp.fp2_r2_screen	8388.0	1320.0	1605.0	939.0	727.0	160.0	111.0	55.0	0.0	0.0	43600.0	1148696.0
Zdi-CDup_051-Ex1-11E-lcwgs-1-2.clmp.fp2_r1_screen	7130.0	1123.0	1381.0	775.0	632.0	120.0	93.0	46.0	43.0	0.0	33370.0	927302.0
Zdi-CDup_051-Ex1-11E-lcwgs-1-2.clmp.fp2_r2_screen	6765.0	1094.0	1355.0	800.0	592.0	115.0	89.0	43.0	1.0	0.0	35123.0	926038.0
Zdi-CDup_054-Ex1-11G-lcwgs-1-2.clmp.fp2_r1_screen	14365.0	1153.0	1801.0	1152.0	766.0	169.0	120.0	54.0	102.0	0.0	66677.0	1288780.0
Zdi-CDup_054-Ex1-11G-lcwgs-1-2.clmp.fp2_r2_screen	11642.0	1143.0	1773.0	1212.0	766.0	146.0	130.0	53.0	0.0	0.0	73482.0	1284792.0
Zdi-CDup_056-Ex1-12A-lcwgs-1-2.clmp.fp2_r1_screen	143597.0	26300.0	32077.0	16833.0	15152.0	3305.0	2712.0	735.0	36.0	0.0	610103.0	21364553.0
Zdi-CDup_056-Ex1-12A-lcwgs-1-2.clmp.fp2_r2_screen	143821.0	26121.0	31738.0	16875.0	15083.0	3215.0	2620.0	747.0	20.0	0.0	641712.0	21333451.0
Zdi-CDup_057-Ex1-12B-lcwgs-1-2.clmp.fp2_r1_screen	99110.0	18657.0	19890.0	10734.0	9227.0	2022.0	1628.0	757.0	24.0	0.0	466359.0	13367300.0
Zdi-CDup_057-Ex1-12B-lcwgs-1-2.clmp.fp2_r2_screen	94107.0	18574.0	19683.0	10739.0	9093.0	1984.0	1605.0	784.0	14.0	0.0	494218.0	13344907.0
Zdi-CDup_058-Ex1-12C-lcwgs-1-2.clmp.fp2_r1_screen	26514.0	4287.0	4829.0	2872.0	2174.0	486.0	348.0	128.0	2.0	0.0	114751.0	3472161.0
Zdi-CDup_058-Ex1-12C-lcwgs-1-2.clmp.fp2_r2_screen	25492.0	4293.0	4878.0	2807.0	2187.0	448.0	387.0	110.0	3.0	0.0	120866.0	3467081.0
Zdi-CDup_059-Ex1-12D-lcwgs-1-2.clmp.fp2_r1_screen	111792.0	87731.0	22510.0	11754.0	9849.0	2078.0	1723.0	628.0	17.0	1.0	472181.0	14254039.0
Zdi-CDup_059-Ex1-12D-lcwgs-1-2.clmp.fp2_r2_screen	101690.0	87101.0	22229.0	11787.0	9743.0	2109.0	1742.0	625.0	28.0	0.0	520646.0	14216603.0
Zdi-CDup_060-Ex1-12E-lcwgs-1-2.clmp.fp2_r1_screen	12431.0	4701.0	2443.0	1417.0	1166.0	256.0	171.0	71.0	3.0	0.0	58565.0	1727769.0
Zdi-CDup_060-Ex1-12E-lcwgs-1-2.clmp.fp2_r2_screen	12069.0	4735.0	2486.0	1424.0	1158.0	247.0	174.0	89.0	1.0	0.0	61555.0	1725055.0
Zdi-CDup_061-Ex1-12F-lcwgs-1-2.clmp.fp2_r1_screen	47452.0	5598.0	8890.0	5006.0	3866.0	848.0	727.0	221.0	5.0	0.0	203783.0	6383734.0
Zdi-CDup_061-Ex1-12F-lcwgs-1-2.clmp.fp2_r2_screen	44751.0	5593.0	8901.0	4839.0	3872.0	900.0	726.0	211.0	5.0	0.0	213924.0	6376408.0
Zdi-CDup_062-Ex1-12G-lcwgs-1-2.clmp.fp2_r1_screen	11066.0	2517.0	2270.0	1248.0	1022.0	221.0	184.0	55.0	1.0	0.0	49909.0	1581931.0
Zdi-CDup_062-Ex1-12G-lcwgs-1-2.clmp.fp2_r2_screen	10854.0	2492.0	2286.0	1206.0	1015.0	218.0	174.0	69.0	2.0	0.0	53148.0	1578960.0
Zdi-CDup_064-Ex1-5A-lcwgs-1-2.clmp.fp2_r1_screen	124911.0	8823.0	28521.0	15111.0	13355.0	3163.0	2631.0	588.0	28.0	0.0	493010.0	19972737.0
Zdi-CDup_064-Ex1-5A-lcwgs-1-2.clmp.fp2_r2_screen	126540.0	8857.0	28550.0	15194.0	13618.0	3105.0	2556.0	635.0	23.0	0.0	511726.0	19952074.0
Zdi-CDup_065-Ex1-5B-lcwgs-1-2.clmp.fp2_r1_screen	112474.0	8829.0	23967.0	13409.0	11233.0	2611.0	2105.0	1175.0	34.0	0.0	511626.0	16120923.0
Zdi-CDup_065-Ex1-5B-lcwgs-1-2.clmp.fp2_r2_screen	112702.0	8825.0	23640.0	13550.0	11453.0	2547.0	2025.0	1216.0	21.0	0.0	524931.0	16107476.0
Zdi-CDup_066-Ex1-5C-lcwgs-1-2.clmp.fp2_r1_screen	158373.0	33330.0	29525.0	17383.0	14826.0	2924.0	1873.0	1251.0	28.0	0.0	865656.0	18580054.0
Zdi-CDup_066-Ex1-5C-lcwgs-1-2.clmp.fp2_r2_screen	153518.0	33386.0	29081.0	17808.0	14804.0	2923.0	1908.0	1267.0	24.0	0.0	896067.0	18554437.0
Zdi-CDup_071-Ex1-12H-lcwgs-1-2.clmp.fp2_r1_screen	15758.0	3139.0	3158.0	1775.0	1529.0	300.0	273.0	85.0	4.0	0.0	70278.0	2287326.0
Zdi-CDup_071-Ex1-12H-lcwgs-1-2.clmp.fp2_r2_screen	15585.0	3056.0	3142.0	1825.0	1485.0	340.0	293.0	102.0	3.0	0.0	74043.0	2283751.0
